,No._x,Ticker,Company,Sector,Industry,Country,Market Cap_x,P/E_x,Price_x,Change_x,Volume_x,No._y,Market Cap_y,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price_y,Change_y,Volume_y,No._x,Market Cap_x,P/E_y,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Price_x,Change_x,Volume_x,No._y,Market Cap_y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume_x,Price_y,Change_y,Volume_y,No._x,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume_y,Rel Volume,Price_x,Change_x,Volume_x,No._y,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Price_y,Change_y,from Open,Gap,Volume_y
0,3380,HIBB,"Hibbett Sports, Inc.",Consumer Cyclical,Specialty Retail,USA,1.40B,8.15,84.55,-2.18%,349918,3380,1.40B,-,7.20%,15.90%,21.90%,2.00,1.10,0.01,0.01,38.50%,4.50%,3.40%,May 28/b,84.55,-2.18%,349918,3380,1.40B,8.15,12.62,1.13,0.85,3.58,6.69,10.35,231.20%,-18.71%,11.50%,7.20%,8.50%,84.55,-2.18%,349918,3380,1.40B,16.54M,16.00M,1.30%,-21.81%,95.00%,-12.57%,13.30%,5.03,423.01K,84.55,-2.18%,349918,3380,-3.17%,5.23%,45.78%,94.55%,319.19%,83.09%,5.88%,5.34%,2.20,423.01K,0.83,84.55,-2.18%,349918,3380,1.81,4.37,4.01%,11.12%,52.74%,-9.09%,349.26%,56.29,84.55,-2.18%,-2.56%,0.39%,349918
1,3381,HIBL,Direxion Daily S&P 500 High Beta Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,77.80,1.21%,119784,3381,-,0.12%,-,-,-,-,-,-,-,-,-,-,-,77.80,1.21%,119784,3381,-,-,-,-,-,-,-,-,-,-,-,-,-,77.80,1.21%,119784,3381,-,-,-,-,-,-,-,-,-,134.83K,77.80,1.21%,119784,3381,4.57%,14.43%,36.61%,164.54%,316.58%,138.82%,3.61%,5.61%,-,134.83K,0.89,77.80,1.21%,119784,3381,-,3.82,10.12%,21.18%,100.69%,-2.46%,608.01%,64.00,77.80,1.21%,-0.58%,1.80%,119784
2,3382,HIBS,Direxion Daily S&P 500 High Beta Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,10.62,-1.12%,78674,3382,-,1.69%,-,-,-,-,-,-,-,-,-,-,-,10.62,-1.12%,78674,3382,-,-,-,-,-,-,-,-,-,-,-,-,-,10.62,-1.12%,78674,3382,-,-,-,-,-,-,-,-,-,142.72K,10.62,-1.12%,78674,3382,-4.67%,-16.11%,-35.13%,-72.49%,-92.53%,-68.20%,3.79%,5.52%,-,142.72K,0.55,10.62,-1.12%,78674,3382,-,0.66,-10.92%,-22.02%,-77.11%,-93.79%,2.42%,34.55,10.62,-1.12%,-0.38%,-0.74%,78674
3,3383,HIE,Miller/Howard High Income Equity Fund,Financial,Closed-End Fund - Equity,USA,196.07M,-,10.49,0.48%,77818,3383,196.07M,5.53%,-,-,-,-,-,-,-,-,-,-,-,10.49,0.48%,77818,3383,196.07M,-,-,-,-,-,-,-,-,-,-,-,-,10.49,0.48%,77818,3383,196.07M,18.69M,-,0.02%,-,45.58%,-,-,0.05,66.75K,10.49,0.48%,77818,3383,2.44%,4.69%,16.69%,36.59%,61.88%,35.35%,1.03%,1.58%,-,66.75K,1.17,10.49,0.48%,77818,3383,-,0.15,2.91%,5.85%,29.95%,0.19%,80.86%,66.09,10.49,0.48%,0.48%,0.00%,77818
4,3384,HIFS,Hingham Institution for Savings,Financial,Banks - Regional,USA,625.52M,9.84,292.30,0.10%,2172,3384,625.52M,0.67%,2.30%,22.70%,21.70%,-,-,0.00,0.00,-,84.80%,61.00%,-,292.30,0.10%,2172,3384,625.52M,9.84,-,-,5.88,2.03,30.51,14.41,30.40%,-,20.90%,-,11.40%,292.30,0.10%,2172,3384,625.52M,2.14M,1.97M,3.10%,-,40.00%,5.94%,0.96%,4.99,3.78K,292.30,0.10%,2172,3384,0.52%,-5.58%,7.71%,32.09%,71.08%,35.32%,0.90%,1.74%,-,3.78K,0.57,292.30,0.10%,2172,3384,0.96,6.81,-0.79%,-0.22%,22.61%,-10.31%,89.71%,48.55,292.30,0.10%,0.08%,0.02%,2172
5,3385,HIG,"The Hartford Financial Services Group, Inc.",Financial,Insurance - Diversified,USA,23.44B,14.08,65.79,0.26%,1541512,3385,23.44B,2.13%,2.30%,9.70%,8.70%,-,-,0.25,0.00,-,11.10%,8.10%,Apr 22/b,65.79,0.26%,1541512,3385,23.44B,14.08,9.85,1.96,1.12,1.36,133.18,6.34,-16.20%,39.12%,11.10%,7.18%,5.00%,65.79,0.26%,1541512,3385,23.44B,358.20M,356.06M,0.20%,-32.53%,94.50%,0.37%,1.33%,1.33,3.56M,65.79,0.26%,1541512,3385,0.05%,-1.36%,22.70%,44.72%,48.58%,34.32%,1.36%,1.85%,2.10,3.56M,0.43,65.79,0.26%,1541512,3385,1.08,1.28,0.54%,-1.05%,29.19%,-5.93%,89.65%,51.71,65.79,0.26%,0.23%,0.03%,1541512
6,3386,HIGA,H.I.G. Acquisition Corp.,Financial,Shell Companies,USA,443.59M,-,9.73,-0.21%,846,3386,443.59M,-,-,-,-,0.70,0.70,0.00,0.00,-,-,-,-,9.73,-0.21%,846,3386,443.59M,-,-,-,-,1.33,-,-,-,-,-,-,-,9.73,-0.21%,846,3386,443.59M,45.49M,36.40M,-,-,72.00%,61.79%,0.01%,0.05,115.25K,9.73,-0.21%,846,3386,-0.21%,-1.02%,-2.21%,-,-,-3.76%,0.26%,0.40%,-,115.25K,0.01,9.73,-0.21%,846,3386,-,0.04,-0.23%,-1.05%,-3.20%,-37.06%,1.35%,42.81,9.73,-0.21%,0.00%,-0.21%,846
7,3387,HIHO,Highway Holdings Limited,Industrials,Metal Fabrication,Hong Kong,13.71M,21.56,3.52,1.59%,6531,3387,13.71M,7.40%,3.30%,5.30%,4.90%,2.80,2.40,0.00,0.00,35.80%,7.20%,5.50%,-,3.52,1.59%,6531,3387,13.71M,21.56,-,-,1.34,1.31,1.59,-,205.90%,-,-10.40%,-,-10.90%,3.52,1.59%,6531,3387,13.71M,3.91M,2.02M,49.15%,0.00%,7.60%,17.43%,0.06%,0.02,45.80K,3.52,1.59%,6531,3387,6.52%,11.23%,9.50%,-7.01%,82.12%,-14.06%,6.89%,6.83%,-,45.80K,0.14,3.52,1.59%,6531,3387,0.26,0.22,3.90%,2.49%,-4.08%,-39.60%,84.03%,53.35,3.52,1.59%,0.43%,1.16%,6531
8,3388,HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,USA,8.88B,13.41,222.25,0.74%,242125,3388,8.88B,2.05%,8.10%,36.10%,19.10%,1.10,1.00,0.85,0.00,16.90%,7.80%,7.20%,May 06/b,222.25,0.74%,242125,3388,8.88B,13.41,15.26,16.26,0.95,4.51,21.81,16.14,29.30%,11.02%,15.40%,0.82%,5.90%,222.25,0.74%,242125,3388,8.88B,40.20M,39.34M,2.00%,-4.20%,88.50%,2.45%,2.57%,3.21,314.97K,222.25,0.74%,242125,3388,3.07%,4.41%,19.74%,36.21%,11.95%,30.37%,1.78%,2.02%,2.70,314.97K,0.77,222.25,0.74%,242125,3388,1.01,4.23,3.07%,5.47%,26.94%,-0.69%,62.89%,66.00,222.25,0.74%,1.08%,-0.34%,242125
9,3389,HIII,Hudson Executive Investment Corp. III,Financial,Shell Companies,USA,586.50M,-,9.77,0.46%,3820,3389,586.50M,-,-,-,-,-,-,-,-,-,-,-,-,9.77,0.46%,3820,3389,586.50M,-,-,-,-,-,-,-,-,-,-,-,-,9.77,0.46%,3820,3389,586.50M,60.00M,10.00M,-,-,-,-,0.05%,0.11,48.90K,9.77,0.46%,3820,3389,-0.76%,-1.06%,-,-,-,-0.15%,0.60%,0.93%,-,48.90K,0.08,9.77,0.46%,3820,3389,-,0.12,-0.33%,-0.42%,-0.42%,-2.93%,0.83%,49.51,9.77,0.46%,-0.46%,0.92%,3820
10,3390,HIIIU,Hudson Executive Investment Corp. III,Financial,Shell Companies,USA,-,-,10.00,0.30%,128,3390,-,-,-,-,-,-,-,-,-,-,-,-,-,10.00,0.30%,128,3390,-,-,-,-,-,-,-,-,-,-,-,-,-,10.00,0.30%,128,3390,-,-,10.00M,-,-,87.17%,-,0.14%,0.07,203.83K,10.00,0.30%,128,3390,0.10%,0.00%,-2.82%,-,-,-2.63%,0.30%,0.49%,-,203.83K,0.00,10.00,0.30%,128,3390,-,0.05,0.10%,0.19%,-0.12%,-3.85%,2.77%,51.50,10.00,0.30%,0.50%,-0.20%,128
11,3391,HIL,"Hill International, Inc.",Industrials,Engineering & Construction,USA,145.01M,-,2.61,1.95%,311770,3391,145.01M,-,-1.60%,-4.00%,2.10%,2.10,2.10,0.48,0.50,32.70%,3.90%,-1.20%,May 10/a,2.61,1.95%,311770,3391,145.01M,-,-,-,0.40,1.42,7.67,30.85,-157.80%,-,9.20%,25.00%,-7.50%,2.61,1.95%,311770,3391,145.01M,56.98M,48.74M,1.30%,2.85%,55.30%,5.55%,0.87%,2.19,192.97K,2.61,1.95%,311770,3391,1.56%,-7.45%,-0.76%,37.37%,56.29%,35.94%,3.19%,4.42%,-,192.97K,1.62,2.61,1.95%,311770,3391,2.03,0.10,0.89%,-5.60%,22.21%,-22.78%,108.80%,48.62,2.61,1.95%,0.38%,1.56%,311770
12,3392,HIMS,"Hims & Hers Health, Inc.",Consumer Defensive,Household & Personal Products,USA,2.56B,-,13.97,0.22%,796186,3392,2.56B,-,-0.10%,-0.10%,-,0.20,0.20,0.00,0.00,-,-,-,May 17/b,13.97,0.22%,796186,3392,2.56B,-,-,-,17.19,1.82,2324.48,-,-365.70%,52.70%,-,-,-,13.97,0.22%,796186,3392,2.56B,183.41M,106.18M,0.70%,0.00%,58.10%,-,13.60%,8.27,1.75M,13.97,0.22%,796186,3392,0.50%,21.69%,4.57%,32.79%,40.40%,-4.32%,8.84%,10.34%,2.20,1.75M,0.46,13.97,0.22%,796186,3392,-,1.06,23.09%,16.81%,7.92%,-45.00%,72.64%,60.83,13.97,0.22%,1.23%,-1.00%,796186
13,3393,HIMX,"Himax Technologies, Inc.",Technology,Semiconductors,Taiwan,2.23B,12.47,13.40,4.28%,5232057,3393,2.23B,2.03%,1.60%,3.20%,7.20%,2.00,1.70,0.11,0.34,30.00%,1.40%,1.40%,May 06/b,13.40,4.28%,5232057,3393,2.23B,12.47,8.29,-,2.21,4.86,11.09,44.13,444.50%,3.26%,13.10%,-,5.10%,13.40,4.28%,5232057,3393,2.23B,173.77M,148.70M,12.30%,0.00%,19.30%,21.41%,3.87%,1.36,4.24M,13.40,4.28%,5232057,3393,8.33%,9.12%,17.24%,94.20%,307.29%,81.33%,6.93%,7.77%,2.20,4.24M,1.23,13.40,4.28%,5232057,3393,1.87,0.89,14.14%,6.19%,56.66%,-25.06%,340.79%,58.53,13.40,4.28%,3.63%,0.62%,5232057
14,3394,HIO,Western Asset High Income Opportunity Fund Inc.,Financial,Closed-End Fund - Debt,USA,495.47M,36.43,5.21,0.19%,84443,3394,495.47M,6.91%,-,-,-,-,-,-,-,-,-,-,-,5.21,0.19%,84443,3394,495.47M,36.43,-,-,10.03,0.99,-,-,-,-,-,-,-,5.21,0.19%,84443,3394,495.47M,95.10M,-,-,-,41.36%,-,-,0.27,209.88K,5.21,0.19%,84443,3394,0.39%,0.19%,4.41%,3.17%,10.38%,5.25%,0.61%,0.67%,-,209.88K,0.40,5.21,0.19%,84443,3394,-,0.04,0.94%,1.48%,3.77%,-3.34%,14.76%,61.24,5.21,0.19%,0.19%,0.00%,84443
15,3395,HIPS,GraniteShares HIPS US High Income ETF,Financial,Exchange Traded Fund,USA,-,-,15.75,0.25%,39793,3395,-,9.21%,-,-,-,-,-,-,-,-,-,-,-,15.75,0.25%,39793,3395,-,-,-,-,-,-,-,-,-,-,-,-,-,15.75,0.25%,39793,3395,-,-,-,-,-,-,-,-,-,47.25K,15.75,0.25%,39793,3395,1.94%,3.69%,10.29%,16.49%,27.67%,15.98%,0.67%,0.98%,-,47.25K,0.84,15.75,0.25%,39793,3395,-,0.15,2.61%,4.76%,15.98%,0.22%,39.01%,68.11,15.75,0.25%,-0.13%,0.38%,39793
16,3396,HIW,"Highwoods Properties, Inc.",Real Estate,REIT - Office,USA,4.89B,23.33,47.09,0.19%,782125,3396,4.89B,4.08%,4.10%,9.30%,4.60%,-,-,1.07,1.07,69.00%,30.10%,29.40%,Apr 27/a,47.09,0.19%,782125,3396,4.89B,23.33,34.50,2.92,6.72,2.12,99.20,41.87,155.90%,5.90%,31.80%,8.00%,4.00%,47.09,0.19%,782125,3396,4.89B,103.96M,102.65M,0.70%,-0.17%,99.00%,1.37%,1.78%,2.48,739.36K,47.09,0.19%,782125,3396,3.56%,7.81%,11.09%,20.68%,11.53%,18.82%,1.61%,1.84%,2.20,739.36K,1.06,47.09,0.19%,782125,3396,1.16,0.86,5.45%,6.84%,19.89%,-0.95%,61.38%,68.87,47.09,0.19%,0.06%,0.13%,782125
17,3397,HIX,Western Asset High Income Fund II Inc.,Financial,Closed-End Fund - Debt,USA,608.20M,82.99,7.22,0.28%,123938,3397,608.20M,8.17%,-,-,-,-,-,-,-,-,-,-,-,7.22,0.28%,123938,3397,608.20M,82.99,-,-,10.67,1.06,-,-,-,-,-,-,-,7.22,0.28%,123938,3397,608.20M,84.24M,-,-,-,12.27%,-,-,0.34,134.40K,7.22,0.28%,123938,3397,-0.41%,0.28%,5.87%,2.12%,20.53%,4.94%,0.84%,0.84%,-,134.40K,0.92,7.22,0.28%,123938,3397,-,0.06,0.24%,2.03%,5.57%,-2.04%,26.44%,54.28,7.22,0.28%,0.14%,0.14%,123938
18,3398,HJEN,Direxion Hydrogen ETF,Financial,Exchange Traded Fund,USA,-,-,22.82,0.84%,14912,3398,-,-,-,-,-,-,-,-,-,-,-,-,-,22.82,0.84%,14912,3398,-,-,-,-,-,-,-,-,-,-,-,-,-,22.82,0.84%,14912,3398,-,-,-,-,-,-,-,-,-,21.22K,22.82,0.84%,14912,3398,1.33%,5.43%,-,-,-,-5.19%,1.35%,2.07%,-,21.22K,0.70,22.82,0.84%,14912,3398,-,0.53,5.02%,-1.70%,-1.70%,-14.37%,13.82%,54.31,22.82,0.84%,0.53%,0.31%,14912
19,3399,HJLI,"Hancock Jaffe Laboratories, Inc.",Healthcare,Medical Devices,USA,51.82M,-,6.14,0.82%,57651,3399,51.82M,-,-68.40%,-82.20%,-,23.60,23.60,0.00,0.01,-,-,-,-,6.14,0.82%,57651,3399,51.82M,-,-,-,-,0.82,1.18,-,37.60%,7.10%,-19.70%,-,-,6.14,0.82%,57651,3399,51.82M,8.50M,6.04M,0.20%,-,14.40%,-,3.80%,0.88,261.50K,6.14,0.82%,57651,3399,6.41%,2.68%,-4.06%,-19.63%,-31.61%,-29.02%,3.39%,5.71%,1.00,261.50K,0.22,6.14,0.82%,57651,3399,-,0.31,9.78%,0.62%,-25.02%,-69.68%,23.05%,56.40,6.14,0.82%,0.82%,0.00%,57651
0,3400,HKIB,AMTD International Inc.,Financial,Capital Markets,Hong Kong,1.72B,12.43,6.90,-1.43%,4680,3400,1.72B,-,10.80%,12.10%,7.00%,12.10,12.10,0.01,0.03,-,72.30%,-,-,6.90,-1.43%,4680,3400,1.72B,12.43,-,-,17.14,1.32,18.69,-,12.80%,-,-,-,-,6.90,-1.43%,4680,3400,1.72B,240.57M,20.76M,-,-,8.60%,-7.96%,0.05%,0.10,104.36K,6.90,-1.43%,4680,3400,1.47%,1.62%,6.15%,3.76%,6.15%,4.55%,4.59%,4.45%,2.00,104.36K,0.04,6.90,-1.43%,4680,3400,-,0.32,-0.23%,-2.16%,2.59%,-58.26%,61.97%,48.45,6.90,-1.43%,3.92%,-5.14%,4680
1,3401,HL,Hecla Mining Company,Basic Materials,Gold,USA,4.77B,262.35,8.92,0.22%,6805543,3401,4.77B,0.45%,0.70%,1.10%,2.30%,2.70,1.90,0.30,0.30,26.00%,13.70%,2.50%,May 06/b,8.92,0.22%,6805543,3401,4.77B,262.35,30.76,-,6.22,2.76,34.09,43.65,83.90%,39.42%,32.50%,-,9.30%,8.92,0.22%,6805543,3401,4.77B,534.10M,527.43M,0.90%,-20.16%,62.90%,0.18%,2.18%,1.27,9.03M,8.92,0.22%,6805543,3401,-0.56%,42.84%,51.57%,71.03%,172.18%,37.77%,3.25%,6.05%,2.70,9.03M,0.75,8.92,0.22%,6805543,3401,2.28,0.45,7.18%,27.52%,48.56%,-5.51%,227.02%,65.78,8.92,0.22%,-0.89%,1.12%,6805543
2,3402,HLAH,"Hamilton Lane Alliance Holdings I, Inc.",Financial,Shell Companies,USA,314.34M,-,9.69,0.10%,2900,3402,314.34M,-,-,-,-,2.60,2.60,0.00,0.00,-,-,-,-,9.69,0.10%,2900,3402,314.34M,-,-,-,-,1.22,1047.81,-,-,-,-,-,-,9.69,0.10%,2900,3402,314.34M,32.41M,27.60M,-,-,31.20%,-,0.11%,0.56,54.85K,9.69,0.10%,2900,3402,-0.62%,-1.32%,-,-,-,-2.91%,0.78%,0.63%,-,54.85K,0.05,9.69,0.10%,2900,3402,-,0.08,-0.64%,-0.93%,-0.93%,-3.00%,1.47%,40.59,9.69,0.10%,-0.10%,0.21%,2900
3,3403,HLAHU,"Hamilton Lane Alliance Holdings I, Inc.",Financial,Shell Companies,USA,-,-,9.97,0.35%,1115,3403,-,-,-,-,-,-,-,-,-,-,-,-,-,9.97,0.35%,1115,3403,-,-,-,-,-,-,-,-,-,-,-,-,-,9.97,0.35%,1115,3403,-,-,25.80M,-,-,60.10%,-,0.00%,0.00,65.79K,9.97,0.35%,1115,3403,0.35%,-0.25%,-2.59%,-,-,-9.49%,0.15%,0.52%,-,65.79K,0.02,9.97,0.35%,1115,3403,-,0.07,-0.24%,-0.41%,-2.47%,-10.63%,0.66%,47.46,9.97,0.35%,-0.05%,0.40%,1115
4,3404,HLAL,Wahed FTSE USA Shariah ETF,Financial,Exchange Traded Fund,USA,-,-,36.61,1.10%,16833,3404,-,0.82%,-,-,-,-,-,-,-,-,-,-,-,36.61,1.10%,16833,3404,-,-,-,-,-,-,-,-,-,-,-,-,-,36.61,1.10%,16833,3404,-,-,-,-,-,-,-,-,-,21.57K,36.61,1.10%,16833,3404,0.25%,0.20%,8.14%,11.99%,38.24%,8.10%,0.65%,0.88%,-,21.57K,0.78,36.61,1.10%,16833,3404,-,0.36,0.73%,1.06%,9.47%,-1.66%,43.36%,54.91,36.61,1.10%,0.42%,0.68%,16833
5,3405,HLF,Herbalife Nutrition Ltd.,Consumer Defensive,Packaged Foods,USA,6.41B,14.67,55.49,2.21%,1625418,3405,6.41B,-,15.50%,-55.90%,31.60%,1.30,0.80,-,-,78.90%,13.30%,8.20%,May 04/a,55.49,2.21%,1625418,3405,6.41B,14.67,10.07,-,1.11,-,10.48,13.46,26.10%,10.78%,6.90%,-0.50%,4.40%,55.49,2.21%,1625418,3405,6.41B,108.40M,104.80M,1.20%,-90.19%,89.60%,-9.42%,5.42%,5.90,963.00K,55.49,2.21%,1625418,3405,5.23%,16.87%,16.87%,14.06%,24.14%,15.48%,2.08%,2.71%,1.20,963.00K,1.69,55.49,2.21%,1625418,3405,0.96,1.33,8.28%,15.87%,14.00%,-5.95%,35.01%,80.02,55.49,2.21%,1.93%,0.28%,1625418
6,3406,HLG,Hailiang Education Group Inc.,Consumer Defensive,Education & Training Services,China,1.05B,15.41,40.35,-1.47%,2149,3406,1.05B,-,-,-,16.90%,1.60,1.60,0.01,0.01,-,-,-,May 26/a,40.35,-1.47%,2149,3406,1.05B,15.41,75.99,-,0.63,2.85,34.83,-,26.40%,21.51%,18.20%,-,23.60%,40.35,-1.47%,2149,3406,1.05B,26.01M,1.61M,-,-,0.70%,-7.60%,0.65%,2.51,4.17K,40.35,-1.47%,2149,3406,-3.03%,-17.32%,-31.19%,-36.64%,-0.37%,-38.72%,5.08%,5.44%,2.00,4.17K,0.52,40.35,-1.47%,2149,3406,-0.11,2.22,-10.43%,-18.80%,-28.81%,-40.27%,5.05%,20.24,40.35,-1.47%,0.07%,-1.54%,2149
7,3407,HLI,"Houlihan Lokey, Inc.",Financial,Capital Markets,USA,5.10B,16.59,75.35,0.75%,197396,3407,5.10B,1.75%,15.50%,24.10%,22.20%,-,-,0.00,0.00,-,26.80%,20.50%,May 11/a,75.35,0.75%,197396,3407,5.10B,16.59,17.39,1.91,3.34,3.60,6.02,10.77,62.90%,2.65%,32.90%,8.70%,17.10%,75.35,0.75%,197396,3407,5.10B,66.10M,51.35M,0.09%,-34.34%,-,2.27%,4.01%,5.68,362.52K,75.35,0.75%,197396,3407,1.65%,13.44%,15.69%,16.12%,25.27%,12.08%,1.70%,2.34%,3.30,362.52K,0.54,75.35,0.75%,197396,3407,0.68,1.54,4.19%,8.65%,14.68%,-0.87%,42.60%,65.98,75.35,0.75%,0.90%,-0.15%,197396
8,3408,HLIO,"Helios Technologies, Inc.",Industrials,Specialty Industrial Machinery,USA,2.37B,43.53,73.18,-0.68%,47696,3408,2.37B,0.49%,4.70%,9.10%,2.40%,2.10,1.20,0.70,0.72,36.70%,13.40%,9.00%,May 10/a,73.18,-0.68%,47696,3408,2.37B,43.53,19.49,18.93,3.97,3.77,91.69,28.61,-76.50%,11.96%,-18.60%,2.30%,21.10%,73.18,-0.68%,47696,3408,2.37B,32.19M,30.41M,0.60%,-2.75%,92.20%,2.49%,1.42%,4.34,99.16K,73.18,-0.68%,47696,3408,1.44%,-1.40%,4.38%,49.07%,92.93%,37.32%,3.15%,3.15%,2.60,99.16K,0.48,73.18,-0.68%,47696,3408,1.15,2.20,-0.72%,1.12%,29.22%,-7.48%,131.88%,51.44,73.18,-0.68%,-1.11%,0.43%,47696
9,3409,HLIT,Harmonic Inc.,Technology,Communication Equipment,USA,715.72M,-,7.15,0.99%,266400,3409,715.72M,-,-6.50%,-15.50%,-4.10%,1.60,1.40,0.54,0.59,52.10%,-5.70%,-9.00%,May 03/a,7.15,0.99%,266400,3409,715.72M,-,17.52,-,1.74,2.71,7.26,-,-356.40%,114.74%,-11.00%,19.40%,0.10%,7.15,0.99%,266400,3409,715.72M,98.02M,98.01M,2.70%,-18.29%,94.30%,6.94%,9.42%,13.63,677.63K,7.15,0.99%,266400,3409,2.29%,-1.52%,-5.55%,6.88%,31.68%,-3.25%,2.20%,2.95%,2.10,677.63K,0.39,7.15,0.99%,266400,3409,0.76,0.23,2.49%,-5.47%,1.23%,-22.28%,59.07%,49.00,7.15,0.99%,0.99%,0.00%,266400
10,3410,HLNE,Hamilton Lane Incorporated,Financial,Asset Management,USA,4.59B,32.10,87.59,1.20%,114520,3410,4.59B,1.43%,12.50%,45.90%,32.70%,-,-,0.69,0.69,-,45.60%,27.30%,May 27/b,87.59,1.20%,114520,3410,4.59B,32.10,29.89,2.14,13.44,12.84,52.57,35.33,31.20%,11.66%,24.89%,15.00%,13.60%,87.59,1.20%,114520,3410,4.59B,34.91M,30.35M,4.30%,-4.01%,98.90%,2.27%,4.06%,7.00,175.99K,87.59,1.20%,114520,3410,-5.97%,-3.60%,4.15%,26.30%,25.40%,12.22%,3.44%,2.55%,2.90,175.99K,0.65,87.59,1.20%,114520,3410,0.84,2.39,-2.38%,-2.96%,10.54%,-10.15%,46.86%,43.45,87.59,1.20%,1.15%,0.05%,114520
11,3411,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,USA,34.30B,-,124.75,1.32%,1656801,3411,34.30B,-,-5.00%,58.60%,-2.90%,1.40,1.40,-,-,27.80%,-17.80%,-25.80%,May 05/b,124.75,1.32%,1656801,3411,34.30B,-,31.22,-,10.52,-,14.28,92.44,-185.00%,112.89%,-24.40%,-,-9.60%,124.75,1.32%,1656801,3411,34.30B,278.00M,273.27M,1.10%,-2.56%,99.10%,-0.43%,2.75%,3.76,2.00M,124.75,1.32%,1656801,3411,-1.20%,1.74%,1.53%,16.86%,44.49%,12.12%,1.67%,2.26%,2.30,2.00M,0.83,124.75,1.32%,1656801,3411,1.32,2.76,1.66%,0.49%,15.41%,-5.98%,78.65%,52.00,124.75,1.32%,0.81%,0.50%,1656801
12,3412,HLX,"Helix Energy Solutions Group, Inc.",Energy,Oil & Gas Equipment & Services,USA,928.50M,33.65,6.46,4.87%,2620019,3412,928.50M,-,-,-,1.60%,2.20,2.20,0.18,0.20,12.90%,-,-,Apr 26/a,6.46,4.87%,2620019,3412,928.50M,33.65,-,-,1.30,0.57,4.53,-,-79.00%,29.40%,15.10%,-,1.10%,6.46,4.87%,2620019,3412,928.50M,149.94M,141.83M,5.90%,-0.93%,92.60%,2.21%,6.85%,4.84,2.01M,6.46,4.87%,2620019,3412,24.23%,35.71%,10.43%,60.30%,51.29%,53.81%,6.79%,6.02%,2.20,2.01M,1.30,6.46,4.87%,2620019,3412,3.41,0.32,25.39%,31.88%,55.00%,-4.44%,193.64%,75.28,6.46,4.87%,3.53%,1.30%,2620019
13,3413,HLXA,Helix Acquisition Corp.,Financial,Shell Companies,USA,148.14M,-,10.05,0.50%,3406,3413,148.14M,-,-,-,-,24.30,24.30,0.00,0.00,-,-,-,-,10.05,0.50%,3406,3413,148.14M,-,-,-,-,1.32,123.45,-,-,-,-,-,-,10.05,0.50%,3406,3413,148.14M,14.80M,11.50M,3.60%,0.00%,89.40%,-1.79%,0.00%,0.00,32.96K,10.05,0.50%,3406,3413,0.50%,-0.59%,-16.60%,-4.38%,-,-11.61%,0.59%,0.70%,-,32.96K,0.10,10.05,0.50%,3406,3413,-,0.07,0.16%,-1.15%,-5.55%,-22.69%,1.52%,48.01,10.05,0.50%,0.00%,0.50%,3406
14,3414,HMC,"Honda Motor Co., Ltd.",Consumer Cyclical,Auto Manufacturers,Japan,59.38B,9.61,33.20,0.42%,882403,3414,59.38B,2.35%,3.20%,7.90%,2.60%,1.30,1.10,0.55,0.90,20.70%,5.00%,5.00%,-,33.20,0.42%,882403,3414,59.38B,9.61,11.21,0.82,0.50,0.70,2.14,10.75,46.40%,26.58%,14.80%,11.70%,-2.00%,33.20,0.42%,882403,3414,59.38B,1.73B,1.60B,0.30%,0.00%,3.30%,28.46%,0.20%,3.33,973.83K,33.20,0.42%,882403,3414,7.17%,9.64%,12.96%,13.97%,23.28%,17.52%,1.31%,1.45%,1.00,973.83K,0.91,33.20,0.42%,882403,3414,0.85,0.58,7.60%,9.06%,18.65%,0.33%,43.72%,70.78,33.20,0.42%,0.21%,0.21%,882403
15,3415,HMCOU,HumanCo Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.41,1.37%,1586,3415,-,-,-,-,-,-,-,-,-,-,-,-,-,10.41,1.37%,1586,3415,-,-,-,-,-,-,-,-,-,-,-,-,-,10.41,1.37%,1586,3415,-,-,-,-,-,29.26%,-,-,0.44,56.97K,10.41,1.37%,1586,3415,1.94%,-1.35%,-4.95%,-,-,-5.56%,0.96%,0.98%,-,56.97K,0.03,10.41,1.37%,1586,3415,-,0.12,0.97%,-0.52%,-5.83%,-19.63%,2.54%,52.93,10.41,1.37%,-0.60%,1.97%,1586
